TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF
9/8/2017,1.206,A,F
9/11/2017,1.1997,A,F
9/12/2017,1.1933,A,F
9/13/2017,1.1979,A,F
9/14/2017,1.1885,A,F
9/15/2017,1.1963,A,F
9/18/2017,1.1948,A,F
9/19/2017,1.1972,A,F
9/20/2017,1.2007,A,F
9/21/2017,1.1905,A,F
9/22/2017,1.1961,A,F
9/25/2017,1.1867,A,F
9/26/2017,1.1787,A,F
9/27/2017,1.1741,A,F
9/28/2017,1.1778,A,F
9/29/2017,1.1806,A,F
10/2/2017,1.1744,A,F
10/3/2017,1.1753,A,F
10/4/2017,1.1787,A,F
10/5/2017,1.1742,A,F
10/6/2017,1.1707,A,F
10/9/2017,1.1746,A,F
10/10/2017,1.1797,A,F
10/11/2017,1.183,A,F
10/12/2017,1.1856,A,F
10/13/2017,1.181,A,F
10/16/2017,1.1803,A,F
10/17/2017,1.1759,A,F
10/18/2017,1.1749,A,F
10/19/2017,1.1834,A,F
10/20/2017,1.1818,A,F
10/23/2017,1.174,A,F
10/24/2017,1.1761,A,F
10/25/2017,1.1785,A,F
10/26/2017,1.1753,A,F
10/27/2017,1.1605,A,F
10/30/2017,1.1612,A,F
10/31/2017,1.1638,A,F
11/1/2017,1.1612,A,F
11/2/2017,1.1645,A,F
11/3/2017,1.1657,A,F
11/6/2017,1.159,A,F
11/7/2017,1.1562,A,F
11/8/2017,1.159,A,F
11/9/2017,1.163,A,F
11/10/2017,1.1654,A,F
11/13/2017,1.1656,A,F
11/14/2017,1.1745,A,F
11/15/2017,1.184,A,F
11/16/2017,1.1771,A,F
11/17/2017,1.1795,A,F
11/20/2017,1.1781,A,F
11/21/2017,1.1718,A,F
11/22/2017,1.1749,A,F
11/23/2017,1.1848,A,F
11/24/2017,1.1877,A,F
11/27/2017,1.1952,A,F
11/28/2017,1.1888,A,F
11/29/2017,1.1827,A,F
11/30/2017,1.1849,A,F
12/1/2017,1.1885,A,F
12/4/2017,1.1865,A,F
12/5/2017,1.1847,A,F
12/6/2017,1.1817,A,F
12/7/2017,1.1786,A,F
12/8/2017,1.1742,A,F
12/11/2017,1.1796,A,F
12/12/2017,1.1766,A,F
12/13/2017,1.1736,A,F
12/14/2017,1.1845,A,F
12/15/2017,1.1806,A,F
12/18/2017,1.1795,A,F
12/19/2017,1.1823,A,F
12/20/2017,1.1845,A,F
12/21/2017,1.1859,A,F
12/22/2017,1.1853,A,F
12/27/2017,1.1895,A,F
12/28/2017,1.1934,A,F
12/29/2017,1.1993,A,F
1/2/2018,1.2065,A,F
1/3/2018,1.2023,A,F
1/4/2018,1.2065,A,F
1/5/2018,1.2045,A,F
1/8/2018,1.1973,A,F
1/9/2018,1.1932,A,F
1/10/2018,1.1992,A,F
1/11/2018,1.2017,A,F
1/12/2018,1.2137,A,F
1/15/2018,1.2277,A,F
1/16/2018,1.223,A,F
1/17/2018,1.2203,A,F
1/18/2018,1.2235,A,F
1/19/2018,1.2255,A,F
1/22/2018,1.2239,A,F
1/23/2018,1.2249,A,F
1/24/2018,1.2352,A,F
1/25/2018,1.2407,A,F
1/26/2018,1.2436,A,F
1/29/2018,1.2379,A,F
1/30/2018,1.2421,A,F
1/31/2018,1.2457,A,F
2/1/2018,1.2459,A,F
2/2/2018,1.2492,A,F
2/5/2018,1.244,A,F
2/6/2018,1.2329,A,F
2/7/2018,1.2338,A,F
2/8/2018,1.2252,A,F
2/9/2018,1.2273,A,F
2/12/2018,1.2263,A,F
2/13/2018,1.2333,A,F
2/14/2018,1.2348,A,F
2/15/2018,1.2493,A,F
2/16/2018,1.2464,A,F
2/19/2018,1.241,A,F
2/20/2018,1.234,A,F
2/21/2018,1.2312,A,F
2/22/2018,1.2276,A,F
2/23/2018,1.2299,A,F
2/26/2018,1.232,A,F
2/27/2018,1.2301,A,F
2/28/2018,1.2214,A,F
3/1/2018,1.2171,A,F
3/2/2018,1.2312,A,F
3/5/2018,1.2307,A,F
3/6/2018,1.2411,A,F
3/7/2018,1.2417,A,F
3/8/2018,1.2421,A,F
3/9/2018,1.2291,A,F
3/12/2018,1.2302,A,F
3/13/2018,1.2378,A,F
3/14/2018,1.2369,A,F
3/15/2018,1.2341,A,F
3/16/2018,1.2301,A,F
3/19/2018,1.2309,A,F
3/20/2018,1.2276,A,F
3/21/2018,1.2286,A,F
3/22/2018,1.2316,A,F
3/23/2018,1.2346,A,F
3/26/2018,1.2411,A,F
3/27/2018,1.2376,A,F
3/28/2018,1.2398,A,F
3/29/2018,1.2321,A,F
4/3/2018,1.2308,A,F
4/4/2018,1.2276,A,F
4/5/2018,1.226,A,F
4/6/2018,1.2234,A,F
4/9/2018,1.2304,A,F
4/10/2018,1.2361,A,F
4/11/2018,1.2384,A,F
4/12/2018,1.2323,A,F
4/13/2018,1.2317,A,F
4/16/2018,1.237,A,F
4/17/2018,1.2357,A,F
4/18/2018,1.2388,A,F
4/19/2018,1.2382,A,F
4/20/2018,1.2309,A,F
4/23/2018,1.2238,A,F
4/24/2018,1.2213,A,F
4/25/2018,1.2185,A,F
4/26/2018,1.2168,A,F
4/27/2018,1.207,A,F
4/30/2018,1.2079,A,F
5/2/2018,1.2007,A,F
5/3/2018,1.1992,A,F
5/4/2018,1.1969,A,F
5/7/2018,1.1902,A,F
5/8/2018,1.187,A,F
5/9/2018,1.1879,A,F
5/10/2018,1.1878,A,F
5/11/2018,1.1934,A,F
5/14/2018,1.1988,A,F
5/15/2018,1.1883,A,F
5/16/2018,1.1784,A,F
5/17/2018,1.1805,A,F
5/18/2018,1.1781,A,F
5/21/2018,1.1759,A,F
5/22/2018,1.1794,A,F
5/23/2018,1.1708,A,F
5/24/2018,1.1728,A,F
5/25/2018,1.1675,A,F
5/28/2018,1.1644,A,F
5/29/2018,1.1558,A,F
5/30/2018,1.1632,A,F
5/31/2018,1.1699,A,F
6/1/2018,1.1669,A,F
6/4/2018,1.1737,A,F
6/5/2018,1.1675,A,F
6/6/2018,1.1765,A,F
6/7/2018,1.1836,A,F
6/8/2018,1.1754,A,F
6/11/2018,1.179,A,F
6/12/2018,1.1788,A,F
6/13/2018,1.1764,A,F
6/14/2018,1.173,A,F
6/15/2018,1.1596,A,F
6/18/2018,1.1613,A,F
6/19/2018,1.1534,A,F
6/20/2018,1.1578,A,F
6/21/2018,1.1538,A,F
6/22/2018,1.1648,A,F
6/25/2018,1.17,A,F
6/26/2018,1.1672,A,F
6/27/2018,1.1616,A,F
6/28/2018,1.1583,A,F
6/29/2018,1.1658,A,F
7/2/2018,1.1639,A,F
7/3/2018,1.1665,A,F
7/4/2018,1.1642,A,F
7/5/2018,1.1709,A,F
7/6/2018,1.1724,A,F
7/9/2018,1.1789,A,F
7/10/2018,1.1713,A,F
7/11/2018,1.1735,A,F
7/12/2018,1.1658,A,F
7/13/2018,1.1643,A,F
7/16/2018,1.172,A,F
7/17/2018,1.1707,A,F
7/18/2018,1.1611,A,F
7/19/2018,1.1588,A,F
7/20/2018,1.167,A,F
7/23/2018,1.1716,A,F
7/24/2018,1.1706,A,F
7/25/2018,1.169,A,F
7/26/2018,1.1716,A,F
7/27/2018,1.1625,A,F
7/30/2018,1.1684,A,F
7/31/2018,1.1736,A,F
8/1/2018,1.1696,A,F
8/2/2018,1.1617,A,F
8/3/2018,1.1588,A,F
8/6/2018,1.1543,A,F
8/7/2018,1.1602,A,F
8/8/2018,1.1589,A,F
8/9/2018,1.1593,A,F
8/10/2018,1.1456,A,F
8/13/2018,1.1403,A,F
8/14/2018,1.1406,A,F
8/15/2018,1.1321,A,F
8/16/2018,1.137,A,F
8/17/2018,1.1391,A,F
8/20/2018,1.142,A,F
8/21/2018,1.1502,A,F
8/22/2018,1.1616,A,F
8/23/2018,1.1579,A,F
8/24/2018,1.1588,A,F
8/27/2018,1.1633,A,F
8/28/2018,1.171,A,F
8/29/2018,1.166,A,F
8/30/2018,1.1692,A,F
8/31/2018,1.1651,A,F
9/3/2018,1.1609,A,F
9/4/2018,1.1562,A,F
9/5/2018,1.1582,A,F
9/6/2018,1.1634,A,F
9/7/2018,1.1615,A,F
9/10/2018,1.1571,A,F
9/11/2018,1.1574,A,F
9/12/2018,1.1585,A,F
9/13/2018,1.162,A,F
9/14/2018,1.1689,A,F
9/17/2018,1.1671,A,F
9/18/2018,1.1697,A,F
9/19/2018,1.1667,A,F
9/20/2018,1.1769,A,F
9/21/2018,1.1759,A,F
9/24/2018,1.1773,A,F
9/25/2018,1.1777,A,F
9/26/2018,1.1737,A,F
9/27/2018,1.1707,A,F
9/28/2018,1.1576,A,F
10/1/2018,1.1606,A,F
10/2/2018,1.1543,A,F
10/3/2018,1.1548,A,F
10/4/2018,1.1502,A,F
10/5/2018,1.1506,A,F
10/8/2018,1.1478,A,F
10/9/2018,1.1435,A,F
10/10/2018,1.15,A,F
10/11/2018,1.1575,A,F
10/12/2018,1.1574,A,F
10/15/2018,1.1581,A,F
10/16/2018,1.1587,A,F
10/17/2018,1.153,A,F
10/18/2018,1.1505,A,F
10/19/2018,1.147,A,F
10/22/2018,1.1494,A,F
10/23/2018,1.1478,A,F
10/24/2018,1.1389,A,F
10/25/2018,1.1416,A,F
10/26/2018,1.1345,A,F
10/29/2018,1.1381,A,F
10/30/2018,1.1372,A,F
10/31/2018,1.1318,A,F
11/1/2018,1.1393,A,F
11/2/2018,1.1417,A,F
11/5/2018,1.137,A,F
11/6/2018,1.1428,A,F
11/7/2018,1.1487,A,F
11/8/2018,1.1424,A,F
11/9/2018,1.1346,A,F
11/12/2018,1.1265,A,F
11/13/2018,1.1261,A,F
11/14/2018,1.1296,A,F
11/15/2018,1.1305,A,F
11/16/2018,1.1346,A,F
11/19/2018,1.1427,A,F
11/20/2018,1.1421,A,F
11/21/2018,1.1409,A,F
11/22/2018,1.1403,A,F
11/23/2018,1.1352,A,F
11/26/2018,1.1363,A,F
11/27/2018,1.1328,A,F
11/28/2018,1.1284,A,F
11/29/2018,1.1387,A,F
11/30/2018,1.1359,A,F
12/3/2018,1.1332,A,F
12/4/2018,1.1409,A,F
12/5/2018,1.1354,A,F
12/6/2018,1.1351,A,F
12/7/2018,1.1371,A,F
12/10/2018,1.1425,A,F
12/11/2018,1.1379,A,F
12/12/2018,1.1346,A,F
12/13/2018,1.1371,A,F
12/14/2018,1.1285,A,F
12/17/2018,1.1341,A,F
12/18/2018,1.1377,A,F
12/19/2018,1.1405,A,F
12/20/2018,1.1451,A,F
12/21/2018,1.1414,A,F
12/24/2018,1.1408,A,F
12/27/2018,1.1377,A,F
12/28/2018,1.1454,A,F
12/31/2018,1.145,A,F
1/2/2019,1.1397,A,F
1/3/2019,1.1348,A,F
1/4/2019,1.1403,A,F
1/7/2019,1.1445,A,F
1/8/2019,1.144,A,F
1/9/2019,1.1455,A,F
1/10/2019,1.1535,A,F
1/11/2019,1.1533,A,F
1/14/2019,1.1467,A,F
1/15/2019,1.1424,A,F
1/16/2019,1.1389,A,F
1/17/2019,1.1396,A,F
1/18/2019,1.1402,A,F
1/21/2019,1.1362,A,F
1/22/2019,1.1354,A,F
1/23/2019,1.1367,A,F
1/24/2019,1.1341,A,F
1/25/2019,1.1346,A,F
1/28/2019,1.1418,A,F
1/29/2019,1.1422,A,F
1/30/2019,1.1429,A,F
1/31/2019,1.1488,A,F
2/1/2019,1.1471,A,F
2/4/2019,1.1445,A,F
2/5/2019,1.1423,A,F
2/6/2019,1.1394,A,F
2/7/2019,1.1345,A,F
2/8/2019,1.1346,A,F
2/11/2019,1.1309,A,F
2/12/2019,1.1296,A,F
2/13/2019,1.1305,A,F
2/14/2019,1.1268,A,F
2/15/2019,1.126,A,F
2/18/2019,1.1328,A,F
2/19/2019,1.1294,A,F
2/20/2019,1.1342,A,F
2/21/2019,1.1354,A,F
2/22/2019,1.1325,A,F
2/25/2019,1.1355,A,F
2/26/2019,1.1361,A,F
2/27/2019,1.1386,A,F
2/28/2019,1.1416,A,F
3/1/2019,1.1383,A,F
3/4/2019,1.1337,A,F
3/5/2019,1.1329,A,F
3/6/2019,1.1305,A,F
3/7/2019,1.1271,A,F
3/8/2019,1.1222,A,F
3/11/2019,1.1244,A,F
3/12/2019,1.1275,A,F
3/13/2019,1.1303,A,F
3/14/2019,1.1295,A,F
3/15/2019,1.1308,A,F
3/18/2019,1.1349,A,F
3/19/2019,1.1358,A,F
3/20/2019,1.1354,A,F
3/21/2019,1.1387,A,F
3/22/2019,1.1302,A,F
3/25/2019,1.1325,A,F
3/26/2019,1.1291,A,F
3/27/2019,1.1261,A,F
3/28/2019,1.1218,A,F
3/29/2019,1.1235,A,F
4/1/2019,1.1236,A,F
4/2/2019,1.12,A,F
4/3/2019,1.1243,A,F
4/4/2019,1.1219,A,F
4/5/2019,1.1233,A,F
4/8/2019,1.1246,A,F
4/9/2019,1.1277,A,F
4/10/2019,1.1279,A,F
4/11/2019,1.1264,A,F
4/12/2019,1.1321,A,F
4/15/2019,1.1313,A,F
4/16/2019,1.1305,A,F
4/17/2019,1.1301,A,F
4/18/2019,1.125,A,F
4/23/2019,1.1245,A,F
4/24/2019,1.1209,A,F
4/25/2019,1.1123,A,F
4/26/2019,1.1133,A,F
4/29/2019,1.115,A,F
4/30/2019,1.1218,A,F
5/2/2019,1.1212,A,F
5/3/2019,1.1155,A,F
5/6/2019,1.1199,A,F
5/7/2019,1.1185,A,F
5/8/2019,1.1202,A,F
5/9/2019,1.1193,A,F
5/10/2019,1.123,A,F
5/13/2019,1.1245,A,F
5/14/2019,1.1226,A,F
5/15/2019,1.1183,A,F
5/16/2019,1.1203,A,F
5/17/2019,1.1172,A,F
5/20/2019,1.1167,A,F
5/21/2019,1.1161,A,F
5/22/2019,1.1171,A,F
5/23/2019,1.1139,A,F
5/24/2019,1.1187,A,F
5/27/2019,1.1198,A,F
5/28/2019,1.1192,A,F
5/29/2019,1.1156,A,F
5/30/2019,1.1134,A,F
5/31/2019,1.1151,A,F
6/3/2019,1.1185,A,F
6/4/2019,1.1244,A,F
6/5/2019,1.1257,A,F
6/6/2019,1.1266,A,F
6/7/2019,1.1273,A,F
6/10/2019,1.1301,A,F
6/11/2019,1.132,A,F
6/12/2019,1.1323,A,F
6/13/2019,1.1289,A,F
6/14/2019,1.1265,A,F
6/17/2019,1.1234,A,F
6/18/2019,1.1187,A,F
6/19/2019,1.1207,A,F
6/20/2019,1.1307,A,F
6/21/2019,1.1316,A,F
6/24/2019,1.1394,A,F
6/25/2019,1.1388,A,F
6/26/2019,1.1362,A,F
6/27/2019,1.137,A,F
6/28/2019,1.138,A,F
7/1/2019,1.1349,A,F
7/2/2019,1.1301,A,F
7/3/2019,1.1293,A,F
7/4/2019,1.1288,A,F
7/5/2019,1.126,A,F
7/8/2019,1.1215,A,F
7/9/2019,1.1205,A,F
7/10/2019,1.122,A,F
7/11/2019,1.1285,A,F
7/12/2019,1.1253,A,F
7/15/2019,1.1269,A,F
7/16/2019,1.1223,A,F
7/17/2019,1.1215,A,F
7/18/2019,1.1216,A,F
7/19/2019,1.1226,A,F
7/22/2019,1.1215,A,F
7/23/2019,1.1173,A,F
7/24/2019,1.114,A,F
7/25/2019,1.1115,A,F
7/26/2019,1.1138,A,F
7/29/2019,1.1119,A,F
7/30/2019,1.1154,A,F
7/31/2019,1.1151,A,F
8/1/2019,1.1037,A,F
8/2/2019,1.1106,A,F
8/5/2019,1.1182,A,F
8/6/2019,1.1187,A,F
8/7/2019,1.1202,A,F
8/8/2019,1.1193,A,F
8/9/2019,1.1198,A,F
8/12/2019,1.1194,A,F
8/13/2019,1.1222,A,F
8/14/2019,1.1188,A,F
8/15/2019,1.115,A,F
8/16/2019,1.1076,A,F
8/19/2019,1.1103,A,F
8/20/2019,1.1076,A,F
8/21/2019,1.1104,A,F
8/22/2019,1.1083,A,F
8/23/2019,1.1065,A,F
8/26/2019,1.1116,A,F
8/27/2019,1.1104,A,F
8/28/2019,1.1083,A,F
8/29/2019,1.1072,A,F
8/30/2019,1.1036,A,F
9/2/2019,1.0968,A,F
9/3/2019,1.0937,A,F
9/4/2019,1.1018,A,F
9/5/2019,1.1058,A,F
9/6/2019,1.1027,A,F
9/9/2019,1.1033,A,F
9/10/2019,1.104,A,F
9/11/2019,1.1003,A,F
9/12/2019,1.0963,A,F
9/13/2019,1.1096,A,F
9/16/2019,1.1031,A,F
9/17/2019,1.1026,A,F
9/18/2019,1.1053,A,F
9/19/2019,1.1067,A,F
9/20/2019,1.103,A,F
9/23/2019,1.0985,A,F
9/24/2019,1.1003,A,F
9/25/2019,1.0982,A,F
9/26/2019,1.0938,A,F
9/27/2019,1.0935,A,F
9/30/2019,1.0889,A,F
10/1/2019,1.0898,A,F
10/2/2019,1.0925,A,F
10/3/2019,1.0951,A,F
10/4/2019,1.0979,A,F
10/7/2019,1.0993,A,F
10/8/2019,1.0986,A,F
10/9/2019,1.0981,A,F
10/10/2019,1.103,A,F
10/11/2019,1.1043,A,F
10/14/2019,1.1031,A,F
10/15/2019,1.1007,A,F
10/16/2019,1.1025,A,F
10/17/2019,1.1113,A,F
10/18/2019,1.1144,A,F
10/21/2019,1.1173,A,F
10/22/2019,1.113,A,F
10/23/2019,1.1123,A,F
10/24/2019,1.1128,A,F
10/25/2019,1.1107,A,F
10/28/2019,1.1087,A,F
10/29/2019,1.1095,A,F
10/30/2019,1.1106,A,F
10/31/2019,1.1154,A,F
11/1/2019,1.1139,A,F
11/4/2019,1.1158,A,F
11/5/2019,1.1109,A,F
11/6/2019,1.109,A,F
11/7/2019,1.1077,A,F
11/8/2019,1.1034,A,F
11/11/2019,1.1041,A,F
11/12/2019,1.1015,A,F
11/13/2019,1.1006,A,F
11/14/2019,1.0997,A,F
11/15/2019,1.1034,A,F
11/18/2019,1.1061,A,F
11/19/2019,1.1077,A,F
11/20/2019,1.1059,A,F
11/21/2019,1.1091,A,F
11/22/2019,1.1058,A,F
11/25/2019,1.1008,A,F
11/26/2019,1.102,A,F
11/27/2019,1.1009,A,F
11/28/2019,1.1005,A,F
11/29/2019,1.0982,A,F
12/2/2019,1.1023,A,F
12/3/2019,1.1071,A,F
12/4/2019,1.1081,A,F
12/5/2019,1.1094,A,F
12/6/2019,1.1094,A,F
12/9/2019,1.1075,A,F
12/10/2019,1.1077,A,F
12/11/2019,1.1075,A,F
12/12/2019,1.1137,A,F
12/13/2019,1.1174,A,F
12/16/2019,1.1146,A,F
12/17/2019,1.1162,A,F
12/18/2019,1.1115,A,F
12/19/2019,1.1117,A,F
12/20/2019,1.1097,A,F
12/23/2019,1.1075,A,F
12/24/2019,1.108,A,F
12/27/2019,1.1153,A,F
12/30/2019,1.1189,A,F
12/31/2019,1.1234,A,F
1/2/2020,1.1193,A,F
1/3/2020,1.1147,A,F
1/6/2020,1.1194,A,F
1/7/2020,1.1172,A,F
1/8/2020,1.1115,A,F
1/9/2020,1.111,A,F
1/10/2020,1.1091,A,F
1/13/2020,1.1126,A,F
1/14/2020,1.1115,A,F
1/15/2020,1.1142,A,F
1/16/2020,1.1169,A,F
1/17/2020,1.1108,A,F
1/20/2020,1.1085,A,F
1/21/2020,1.1115,A,F
1/22/2020,1.1088,A,F
1/23/2020,1.1091,A,F
1/24/2020,1.1035,A,F
1/27/2020,1.1025,A,F
1/28/2020,1.1005,A,F
1/29/2020,1.1001,A,F
1/30/2020,1.1029,A,F
1/31/2020,1.1052,A,F
2/3/2020,1.1066,A,F
2/4/2020,1.1048,A,F
2/5/2020,1.1023,A,F
2/6/2020,1.1003,A,F
2/7/2020,1.0969,A,F
2/10/2020,1.0951,A,F
2/11/2020,1.0901,A,F
2/12/2020,1.0914,A,F
2/13/2020,1.0867,A,F
2/14/2020,1.0842,A,F
2/17/2020,1.0835,A,F
2/18/2020,1.0816,A,F
2/19/2020,1.08,A,F
2/20/2020,1.079,A,F
2/21/2020,1.0801,A,F
2/24/2020,1.0818,A,F
2/25/2020,1.084,A,F
2/26/2020,1.0875,A,F
2/27/2020,1.0964,A,F
2/28/2020,1.0977,A,F
3/2/2020,1.1122,A,F
3/3/2020,1.1117,A,F
3/4/2020,1.1125,A,F
3/5/2020,1.1187,A,F
3/6/2020,1.1336,A,F
3/9/2020,1.1456,A,F
3/10/2020,1.139,A,F
3/11/2020,1.1336,A,F
3/12/2020,1.124,A,F
3/13/2020,1.1104,A,F
3/16/2020,1.1157,A,F
3/17/2020,1.0982,A,F
3/18/2020,1.0934,A,F
3/19/2020,1.0801,A,F
3/20/2020,1.0707,A,F
3/23/2020,1.0783,A,F
3/24/2020,1.0843,A,F
3/25/2020,1.0827,A,F
3/26/2020,1.0981,A,F
3/27/2020,1.0977,A,F
3/30/2020,1.1034,A,F
3/31/2020,1.0956,A,F
4/1/2020,1.0936,A,F
4/2/2020,1.0906,A,F
4/3/2020,1.0785,A,F
4/6/2020,1.0791,A,F
4/7/2020,1.0885,A,F
4/8/2020,1.0871,A,F
4/9/2020,1.0867,A,F
4/14/2020,1.0963,A,F
4/15/2020,1.0903,A,F
4/16/2020,1.0888,A,F
4/17/2020,1.086,A,F
4/20/2020,1.086,A,F
4/21/2020,1.0837,A,F
4/22/2020,1.0867,A,F
4/23/2020,1.0772,A,F
4/24/2020,1.08,A,F
4/27/2020,1.0852,A,F
4/28/2020,1.0877,A,F
4/29/2020,1.0842,A,F
4/30/2020,1.0876,A,F
5/4/2020,1.0942,A,F
5/5/2020,1.0843,A,F
5/6/2020,1.0807,A,F
5/7/2020,1.0783,A,F
5/8/2020,1.0843,A,F
5/11/2020,1.0824,A,F
5/12/2020,1.0858,A,F
5/13/2020,1.0875,A,F
5/14/2020,1.0792,A,F
5/15/2020,1.0798,A,F
5/18/2020,1.0832,A,F
5/19/2020,1.095,A,F
5/20/2020,1.0958,A,F
5/21/2020,1.1,A,F
5/22/2020,1.0904,A,F
5/25/2020,1.091,A,F
5/26/2020,1.0975,A,F
5/27/2020,1.0991,A,F
5/28/2020,1.1016,A,F
5/29/2020,1.1136,A,F
6/1/2020,1.1116,A,F
6/2/2020,1.1174,A,F
6/3/2020,1.1194,A,F
6/4/2020,1.125,A,F
6/5/2020,1.133,A,F
6/8/2020,1.1285,A,F
6/9/2020,1.1294,A,F
6/10/2020,1.1375,A,F
6/11/2020,1.1348,A,F
6/12/2020,1.1304,A,F
6/15/2020,1.1253,A,F
6/16/2020,1.1308,A,F
6/17/2020,1.1232,A,F
6/18/2020,1.1222,A,F
6/19/2020,1.121,A,F
6/22/2020,1.1213,A,F
6/23/2020,1.1318,A,F
6/24/2020,1.128,A,F
6/25/2020,1.12,A,F
6/26/2020,1.1213,A,F
6/29/2020,1.1284,A,F
6/30/2020,1.1198,A,F
7/1/2020,1.12,A,F
7/2/2020,1.1286,A,F
7/3/2020,1.1224,A,F
7/6/2020,1.1325,A,F
7/7/2020,1.129,A,F
7/8/2020,1.1286,A,F
7/9/2020,1.1342,A,F
7/10/2020,1.1276,A,F
7/13/2020,1.1329,A,F
7/14/2020,1.1375,A,F
7/15/2020,1.1444,A,F
7/16/2020,1.1414,A,F
7/17/2020,1.1428,A,F
7/20/2020,1.1448,A,F
7/21/2020,1.1443,A,F
7/22/2020,1.1578,A,F
7/23/2020,1.1569,A,F
7/24/2020,1.1608,A,F
7/27/2020,1.176,A,F
7/28/2020,1.1717,A,F
7/29/2020,1.1725,A,F
7/30/2020,1.1743,A,F
7/31/2020,1.1848,A,F
8/3/2020,1.1726,A,F
8/4/2020,1.1765,A,F
8/5/2020,1.1854,A,F
8/6/2020,1.1843,A,F
8/7/2020,1.1817,A,F
8/10/2020,1.1763,A,F
8/11/2020,1.1783,A,F
8/12/2020,1.1771,A,F
8/13/2020,1.1833,A,F
8/14/2020,1.1813,A,F
8/17/2020,1.1853,A,F
8/18/2020,1.1906,A,F
8/19/2020,1.1933,A,F
8/20/2020,1.185,A,F
8/21/2020,1.1769,A,F
8/24/2020,1.1847,A,F
8/25/2020,1.1814,A,F
8/26/2020,1.1789,A,F
8/27/2020,1.1806,A,F
8/28/2020,1.1915,A,F
8/31/2020,1.194,A,F
9/1/2020,1.1987,A,F
9/2/2020,1.1861,A,F
9/3/2020,1.1813,A,F
9/4/2020,1.1842,A,F
9/7/2020,1.1824,A,F
9/8/2020,1.1785,A,F
9/9/2020,1.1773,A,F
9/10/2020,1.1849,A,F
9/11/2020,1.1854,A,F
9/14/2020,1.1876,A,F
9/15/2020,1.1892,A,F
9/16/2020,1.1869,A,F
9/17/2020,1.1797,A,F
9/18/2020,1.1833,A,F
9/21/2020,1.1787,A,F
9/22/2020,1.174,A,F
9/23/2020,1.1692,A,F
9/24/2020,1.1645,A,F
9/25/2020,1.1634,A,F
9/28/2020,1.167,A,F
9/29/2020,1.1702,A,F
9/30/2020,1.1708,A,F
10/1/2020,1.1752,A,F
10/2/2020,1.173,A,F
10/5/2020,1.1768,A,F
10/6/2020,1.1795,A,F
10/7/2020,1.177,A,F
10/8/2020,1.1765,A,F
10/9/2020,1.1795,A,F
10/12/2020,1.1799,A,F
10/13/2020,1.1787,A,F
10/14/2020,1.175,A,F
10/15/2020,1.1698,A,F
10/16/2020,1.1741,A,F
10/19/2020,1.1785,A,F
10/20/2020,1.181,A,F
10/21/2020,1.1852,A,F
10/22/2020,1.1821,A,F
10/23/2020,1.1856,A,F
10/26/2020,1.1819,A,F
10/27/2020,1.1832,A,F
10/28/2020,1.1727,A,F
10/29/2020,1.1704,A,F
10/30/2020,1.1698,A,F
11/2/2020,1.1652,A,F
11/3/2020,1.1702,A,F
11/4/2020,1.1721,A,F
11/5/2020,1.1855,A,F
11/6/2020,1.187,A,F
11/9/2020,1.1883,A,F
11/10/2020,1.1808,A,F
11/11/2020,1.1766,A,F
11/12/2020,1.1791,A,F
11/13/2020,1.1815,A,F
11/16/2020,1.183,A,F
11/17/2020,1.1882,A,F
11/18/2020,1.1868,A,F
11/19/2020,1.1832,A,F
11/20/2020,1.1863,A,F
11/23/2020,1.1901,A,F
11/24/2020,1.1865,A,F
11/25/2020,1.189,A,F
11/26/2020,1.19,A,F
11/27/2020,1.1922,A,F
11/30/2020,1.198,A,F
12/1/2020,1.1968,A,F
12/2/2020,1.2066,A,F
12/3/2020,1.2151,A,F
12/4/2020,1.2159,A,F
12/7/2020,1.2128,A,F
12/8/2020,1.2114,A,F
12/9/2020,1.2109,A,F
12/10/2020,1.2115,A,F
12/11/2020,1.2127,A,F
12/14/2020,1.2162,A,F
12/15/2020,1.214,A,F
12/16/2020,1.2189,A,F
12/17/2020,1.2246,A,F
12/18/2020,1.2259,A,F
12/21/2020,1.2173,A,F
12/22/2020,1.2239,A,F
12/23/2020,1.2166,A,F
12/24/2020,1.2193,A,F
12/28/2020,1.2219,A,F
12/29/2020,1.2259,A,F
12/30/2020,1.2281,A,F
12/31/2020,1.2271,A,F
1/4/2021,1.2296,A,F
1/5/2021,1.2271,A,F
1/6/2021,1.2338,A,F
1/7/2021,1.2276,A,F
1/8/2021,1.225,A,F
1/11/2021,1.2163,A,F
1/12/2021,1.2161,A,F
1/13/2021,1.2166,A,F
1/14/2021,1.2124,A,F
1/15/2021,1.2123,A,F
1/18/2021,1.2064,A,F
1/19/2021,1.2132,A,F
1/20/2021,1.2101,A,F
1/21/2021,1.2158,A,F
1/22/2021,1.2158,A,F
1/25/2021,1.2152,A,F
1/26/2021,1.2143,A,F
1/27/2021,1.2114,A,F
1/28/2021,1.2091,A,F
1/29/2021,1.2136,A,F
2/1/2021,1.2084,A,F
2/2/2021,1.2044,A,F
2/3/2021,1.2017,A,F
2/4/2021,1.1996,A,F
2/5/2021,1.1983,A,F
2/8/2021,1.2025,A,F
2/9/2021,1.2104,A,F
2/10/2021,1.2127,A,F
2/11/2021,1.2147,A,F
2/12/2021,1.2108,A,F
2/15/2021,1.2129,A,F
2/16/2021,1.2143,A,F
