TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF
2/17/2021,1.206,A,F
2/18/2021,1.2084,A,F
2/19/2021,1.2139,A,F
2/22/2021,1.2133,A,F
2/23/2021,1.2143,A,F
2/24/2021,1.2146,A,F
2/25/2021,1.2225,A,F
2/26/2021,1.2121,A,F
3/1/2021,1.2053,A,F
3/2/2021,1.2028,A,F
3/3/2021,1.2048,A,F
3/4/2021,1.2034,A,F
3/5/2021,1.1938,A,F
3/8/2021,1.1866,A,F
3/9/2021,1.1894,A,F
3/10/2021,1.1892,A,F
3/11/2021,1.1969,A,F
3/12/2021,1.1933,A,F
3/15/2021,1.192,A,F
3/16/2021,1.1926,A,F
3/17/2021,1.1907,A,F
3/18/2021,1.1912,A,F
3/19/2021,1.1891,A,F
3/22/2021,1.1926,A,F
3/23/2021,1.1883,A,F
3/24/2021,1.1825,A,F
3/25/2021,1.1802,A,F
3/26/2021,1.1782,A,F
3/29/2021,1.1784,A,F
3/30/2021,1.1741,A,F
3/31/2021,1.1725,A,F
4/1/2021,1.1746,A,F
4/6/2021,1.1812,A,F
4/7/2021,1.1884,A,F
4/8/2021,1.1873,A,F
4/9/2021,1.1888,A,F
4/12/2021,1.1904,A,F
4/13/2021,1.1896,A,F
4/14/2021,1.1964,A,F
4/15/2021,1.197,A,F
4/16/2021,1.1986,A,F
4/19/2021,1.2035,A,F
4/20/2021,1.2051,A,F
4/21/2021,1.2007,A,F
4/22/2021,1.2046,A,F
4/23/2021,1.2066,A,F
4/26/2021,1.2085,A,F
4/27/2021,1.2088,A,F
4/28/2021,1.207,A,F
4/29/2021,1.2129,A,F
4/30/2021,1.2082,A,F
5/3/2021,1.2044,A,F
5/4/2021,1.2021,A,F
5/5/2021,1.2005,A,F
5/6/2021,1.206,A,F
5/7/2021,1.2059,A,F
5/10/2021,1.2169,A,F
5/11/2021,1.217,A,F
5/12/2021,1.2118,A,F
5/13/2021,1.2081,A,F
5/14/2021,1.2123,A,F
5/17/2021,1.2143,A,F
5/18/2021,1.2222,A,F
5/19/2021,1.2212,A,F
5/20/2021,1.2203,A,F
5/21/2021,1.2188,A,F
5/24/2021,1.2212,A,F
5/25/2021,1.2264,A,F
5/26/2021,1.2229,A,F
5/27/2021,1.2198,A,F
5/28/2021,1.2142,A,F
5/31/2021,1.2201,A,F
6/1/2021,1.2225,A,F
6/2/2021,1.2186,A,F
6/3/2021,1.2187,A,F
6/4/2021,1.2117,A,F
6/7/2021,1.2162,A,F
6/8/2021,1.2182,A,F
6/9/2021,1.2195,A,F
6/10/2021,1.2174,A,F
6/11/2021,1.2125,A,F
6/14/2021,1.2112,A,F
6/15/2021,1.2108,A,F
6/16/2021,1.2124,A,F
6/17/2021,1.1937,A,F
6/18/2021,1.1898,A,F
6/21/2021,1.1891,A,F
6/22/2021,1.1894,A,F
6/23/2021,1.1951,A,F
6/24/2021,1.1936,A,F
6/25/2021,1.195,A,F
6/28/2021,1.191,A,F
6/29/2021,1.1888,A,F
6/30/2021,1.1884,A,F
7/1/2021,1.1884,A,F
7/2/2021,1.1823,A,F
7/5/2021,1.1866,A,F
7/6/2021,1.1838,A,F
7/7/2021,1.1831,A,F
7/8/2021,1.1838,A,F
7/9/2021,1.1858,A,F
7/12/2021,1.1852,A,F
7/13/2021,1.1844,A,F
7/14/2021,1.1812,A,F
7/15/2021,1.1809,A,F
7/16/2021,1.1802,A,F
7/19/2021,1.1766,A,F
7/20/2021,1.1775,A,F
7/21/2021,1.1772,A,F
7/22/2021,1.1775,A,F
7/23/2021,1.1767,A,F
7/26/2021,1.1787,A,F
7/27/2021,1.181,A,F
7/28/2021,1.1807,A,F
7/29/2021,1.1873,A,F
7/30/2021,1.1891,A,F
8/2/2021,1.1886,A,F
8/3/2021,1.1885,A,F
8/4/2021,1.1861,A,F
8/5/2021,1.185,A,F
8/6/2021,1.1807,A,F
8/9/2021,1.1761,A,F
8/10/2021,1.1722,A,F
8/11/2021,1.1718,A,F
8/12/2021,1.1739,A,F
8/13/2021,1.1765,A,F
8/16/2021,1.1772,A,F
8/17/2021,1.1767,A,F
8/18/2021,1.1723,A,F
8/19/2021,1.1696,A,F
8/20/2021,1.1671,A,F
8/23/2021,1.1718,A,F
8/24/2021,1.174,A,F
8/25/2021,1.1736,A,F
8/26/2021,1.1767,A,F
8/27/2021,1.1761,A,F
8/30/2021,1.1801,A,F
8/31/2021,1.1834,A,F
9/1/2021,1.1817,A,F
9/2/2021,1.1846,A,F
9/3/2021,1.1872,A,F
9/6/2021,1.1864,A,F
9/7/2021,1.186,A,F
9/8/2021,1.1827,A,F
9/9/2021,1.1838,A,F
9/10/2021,1.1841,A,F
9/13/2021,1.178,A,F
9/14/2021,1.1814,A,F
9/15/2021,1.1824,A,F
9/16/2021,1.1763,A,F
9/17/2021,1.178,A,F
9/20/2021,1.1711,A,F
9/21/2021,1.1738,A,F
9/22/2021,1.1729,A,F
9/23/2021,1.1715,A,F
9/24/2021,1.1719,A,F
9/27/2021,1.1698,A,F
9/28/2021,1.1678,A,F
9/29/2021,1.1654,A,F
9/30/2021,1.1579,A,F
10/1/2021,1.16,A,F
10/4/2021,1.1636,A,F
10/5/2021,1.1602,A,F
10/6/2021,1.1542,A,F
10/7/2021,1.1562,A,F
10/8/2021,1.1569,A,F
10/11/2021,1.1574,A,F
10/12/2021,1.1555,A,F
10/13/2021,1.1562,A,F
10/14/2021,1.1602,A,F
10/15/2021,1.1602,A,F
10/18/2021,1.1604,A,F
10/19/2021,1.1655,A,F
10/20/2021,1.1623,A,F
10/21/2021,1.1637,A,F
10/22/2021,1.163,A,F
10/25/2021,1.1603,A,F
10/26/2021,1.1618,A,F
10/27/2021,1.1617,A,F
10/28/2021,1.1593,A,F
10/29/2021,1.1645,A,F
11/1/2021,1.1578,A,F
11/2/2021,1.1603,A,F
11/3/2021,1.1578,A,F
11/4/2021,1.1569,A,F
11/5/2021,1.1519,A,F
11/8/2021,1.1579,A,F
11/9/2021,1.1577,A,F
11/10/2021,1.1558,A,F
11/11/2021,1.146,A,F
11/12/2021,1.1448,A,F
11/15/2021,1.1444,A,F
11/16/2021,1.1368,A,F
11/17/2021,1.1316,A,F
11/18/2021,1.1345,A,F
11/19/2021,1.1271,A,F
11/22/2021,1.1278,A,F
11/23/2021,1.1259,A,F
11/24/2021,1.1206,A,F
11/25/2021,1.1223,A,F
11/26/2021,1.1291,A,F
11/29/2021,1.1276,A,F
11/30/2021,1.1363,A,F
12/1/2021,1.1314,A,F
12/2/2021,1.1339,A,F
12/3/2021,1.1291,A,F
12/6/2021,1.1287,A,F
12/7/2021,1.1256,A,F
12/8/2021,1.1299,A,F
12/9/2021,1.1311,A,F
12/10/2021,1.1273,A,F
12/13/2021,1.1278,A,F
12/14/2021,1.1309,A,F
12/15/2021,1.1262,A,F
12/16/2021,1.1336,A,F
12/17/2021,1.133,A,F
12/20/2021,1.1273,A,F
12/21/2021,1.1295,A,F
12/22/2021,1.1301,A,F
12/23/2021,1.131,A,F
12/24/2021,1.1317,A,F
12/27/2021,1.1312,A,F
12/28/2021,1.1331,A,F
12/29/2021,1.1303,A,F
12/30/2021,1.1334,A,F
12/31/2021,1.1326,A,F
1/3/2022,1.1355,A,F
1/4/2022,1.1279,A,F
1/5/2022,1.1319,A,F
1/6/2022,1.1315,A,F
1/7/2022,1.1298,A,F
1/10/2022,1.1318,A,F
1/11/2022,1.1336,A,F
1/12/2022,1.137,A,F
1/13/2022,1.1463,A,F
1/14/2022,1.1447,A,F
1/17/2022,1.1403,A,F
1/18/2022,1.1367,A,F
1/19/2022,1.1345,A,F
1/20/2022,1.1338,A,F
1/21/2022,1.1348,A,F
1/24/2022,1.1304,A,F
1/25/2022,1.1268,A,F
1/26/2022,1.1277,A,F
1/27/2022,1.116,A,F
1/28/2022,1.1138,A,F
1/31/2022,1.1156,A,F
2/1/2022,1.126,A,F
2/2/2022,1.1323,A,F
2/3/2022,1.1286,A,F
2/4/2022,1.1464,A,F
2/7/2022,1.1447,A,F
2/8/2022,1.1408,A,F
2/9/2022,1.1435,A,F
2/10/2022,1.1439,A,F
2/11/2022,1.1417,A,F
2/14/2022,1.1316,A,F
2/15/2022,1.1345,A,F
2/16/2022,1.1372,A,F
2/17/2022,1.137,A,F
2/18/2022,1.1354,A,F
2/21/2022,1.1338,A,F
2/22/2022,1.1342,A,F
2/23/2022,1.1344,A,F
2/24/2022,1.1163,A,F
2/25/2022,1.1216,A,F
2/28/2022,1.1199,A,F
3/1/2022,1.1162,A,F
3/2/2022,1.1106,A,F
3/3/2022,1.1076,A,F
3/4/2022,1.0929,A,F
3/7/2022,1.0895,A,F
3/8/2022,1.0892,A,F
3/9/2022,1.0993,A,F
3/10/2022,1.1084,A,F
3/11/2022,1.099,A,F
3/14/2022,1.096,A,F
3/15/2022,1.0991,A,F
3/16/2022,1.0994,A,F
3/17/2022,1.1051,A,F
3/18/2022,1.1008,A,F
3/21/2022,1.1038,A,F
3/22/2022,1.1024,A,F
3/23/2022,1.0985,A,F
3/24/2022,1.0978,A,F
3/25/2022,1.1002,A,F
3/28/2022,1.0966,A,F
3/29/2022,1.1085,A,F
3/30/2022,1.1126,A,F
3/31/2022,1.1101,A,F
4/1/2022,1.1052,A,F
4/4/2022,1.1005,A,F
4/5/2022,1.0969,A,F
4/6/2022,1.0923,A,F
4/7/2022,1.0916,A,F
4/8/2022,1.0861,A,F
4/11/2022,1.09,A,F
4/12/2022,1.0861,A,F
4/13/2022,1.0826,A,F
4/14/2022,1.0878,A,F
4/19/2022,1.0803,A,F
4/20/2022,1.083,A,F
4/21/2022,1.0887,A,F
4/22/2022,1.0817,A,F
4/25/2022,1.0746,A,F
4/26/2022,1.0674,A,F
4/27/2022,1.0583,A,F
4/28/2022,1.0485,A,F
4/29/2022,1.054,A,F
5/2/2022,1.0524,A,F
5/3/2022,1.0556,A,F
5/4/2022,1.0531,A,F
5/5/2022,1.0568,A,F
5/6/2022,1.057,A,F
5/9/2022,1.0559,A,F
5/10/2022,1.0554,A,F
5/11/2022,1.0553,A,F
5/12/2022,1.0408,A,F
5/13/2022,1.0385,A,F
5/16/2022,1.0422,A,F
5/17/2022,1.0541,A,F
5/18/2022,1.0523,A,F
5/19/2022,1.0525,A,F
5/20/2022,1.0577,A,F
5/23/2022,1.0659,A,F
5/24/2022,1.072,A,F
5/25/2022,1.0656,A,F
5/26/2022,1.0697,A,F
5/27/2022,1.0722,A,F
5/30/2022,1.0764,A,F
5/31/2022,1.0713,A,F
6/1/2022,1.0712,A,F
6/2/2022,1.0692,A,F
6/3/2022,1.073,A,F
6/6/2022,1.0726,A,F
6/7/2022,1.0662,A,F
6/8/2022,1.0739,A,F
6/9/2022,1.0743,A,F
6/10/2022,1.0578,A,F
6/13/2022,1.0455,A,F
6/14/2022,1.0452,A,F
6/15/2022,1.0431,A,F
6/16/2022,1.04,A,F
6/17/2022,1.0486,A,F
6/20/2022,1.0517,A,F
6/21/2022,1.055,A,F
6/22/2022,1.0521,A,F
6/23/2022,1.0493,A,F
6/24/2022,1.0524,A,F
6/27/2022,1.0572,A,F
6/28/2022,1.0561,A,F
6/29/2022,1.0517,A,F
6/30/2022,1.0387,A,F
7/1/2022,1.0425,A,F
7/4/2022,1.0455,A,F
7/5/2022,1.029,A,F
7/6/2022,1.0177,A,F
7/7/2022,1.018,A,F
7/8/2022,1.0163,A,F
7/11/2022,1.0098,A,F
7/12/2022,1.0042,A,F
7/13/2022,1.0067,A,F
7/14/2022,1.0005,A,F
7/15/2022,1.0059,A,F
7/18/2022,1.0131,A,F
7/19/2022,1.0245,A,F
7/20/2022,1.0199,A,F
7/21/2022,1.0199,A,F
7/22/2022,1.019,A,F
7/25/2022,1.0236,A,F
7/26/2022,1.0124,A,F
7/27/2022,1.0152,A,F
7/28/2022,1.0122,A,F
7/29/2022,1.0198,A,F
8/1/2022,1.0233,A,F
8/2/2022,1.0224,A,F
8/3/2022,1.0194,A,F
8/4/2022,1.0181,A,F
8/5/2022,1.0233,A,F
8/8/2022,1.0199,A,F
8/9/2022,1.0234,A,F
8/10/2022,1.0252,A,F
8/11/2022,1.0338,A,F
8/12/2022,1.0285,A,F
8/15/2022,1.0195,A,F
8/16/2022,1.0131,A,F
8/17/2022,1.0164,A,F
8/18/2022,1.0178,A,F
8/19/2022,1.0054,A,F
8/22/2022,1.0001,A,F
8/23/2022,0.9927,A,F
8/24/2022,0.9934,A,F
8/25/2022,0.997,A,F
8/26/2022,1.0007,A,F
8/29/2022,0.9986,A,F
8/30/2022,1.0034,A,F
8/31/2022,1,A,F
9/1/2022,1.0004,A,F
9/2/2022,0.9993,A,F
9/5/2022,0.992,A,F
9/6/2022,0.9928,A,F
9/7/2022,0.9885,A,F
9/8/2022,1.0009,A,F
9/9/2022,1.0049,A,F
9/12/2022,1.0155,A,F
9/13/2022,1.0175,A,F
9/14/2022,0.999,A,F
9/15/2022,0.9992,A,F
9/16/2022,0.9954,A,F
9/19/2022,0.999,A,F
9/20/2022,0.9986,A,F
9/21/2022,0.9906,A,F
9/22/2022,0.9884,A,F
9/23/2022,0.9754,A,F
9/26/2022,0.9646,A,F
9/27/2022,0.9644,A,F
9/28/2022,0.9565,A,F
9/29/2022,0.9706,A,F
9/30/2022,0.9748,A,F
10/3/2022,0.9764,A,F
10/4/2022,0.9891,A,F
10/5/2022,0.9915,A,F
10/6/2022,0.986,A,F
10/7/2022,0.9797,A,F
10/10/2022,0.9697,A,F
10/11/2022,0.9723,A,F
10/12/2022,0.9706,A,F
10/13/2022,0.9739,A,F
10/14/2022,0.9717,A,F
10/17/2022,0.9739,A,F
10/18/2022,0.9835,A,F
10/19/2022,0.9778,A,F
10/20/2022,0.9811,A,F
10/21/2022,0.973,A,F
10/24/2022,0.9851,A,F
10/25/2022,0.9861,A,F
10/26/2022,1.0023,A,F
10/27/2022,1.0037,A,F
10/28/2022,0.9951,A,F
10/31/2022,0.9914,A,F
11/1/2022,0.9947,A,F
11/2/2022,0.9908,A,F
11/3/2022,0.9753,A,F
11/4/2022,0.9872,A,F
11/7/2022,0.9993,A,F
11/8/2022,0.9996,A,F
11/9/2022,1.0039,A,F
11/10/2022,0.9954,A,F
11/11/2022,1.0308,A,F
11/14/2022,1.0319,A,F
11/15/2022,1.0404,A,F
11/16/2022,1.0412,A,F
11/17/2022,1.0319,A,F
11/18/2022,1.0366,A,F
11/21/2022,1.0246,A,F
11/22/2022,1.0274,A,F
11/23/2022,1.0325,A,F
11/24/2022,1.0413,A,F
11/25/2022,1.0375,A,F
11/28/2022,1.0463,A,F
11/29/2022,1.0366,A,F
11/30/2022,1.0376,A,F
12/1/2022,1.0454,A,F
12/2/2022,1.0538,A,F
12/5/2022,1.0587,A,F
12/6/2022,1.0516,A,F
12/7/2022,1.0529,A,F
12/8/2022,1.0519,A,F
12/9/2022,1.0559,A,F
12/12/2022,1.0562,A,F
12/13/2022,1.0545,A,F
12/14/2022,1.0649,A,F
12/15/2022,1.0621,A,F
12/16/2022,1.0619,A,F
12/19/2022,1.0598,A,F
12/20/2022,1.0599,A,F
12/21/2022,1.0636,A,F
12/22/2022,1.0633,A,F
12/23/2022,1.0622,A,F
12/27/2022,1.0624,A,F
12/28/2022,1.064,A,F
12/29/2022,1.0649,A,F
12/30/2022,1.0666,A,F
1/2/2023,1.0683,A,F
1/3/2023,1.0545,A,F
1/4/2023,1.0599,A,F
1/5/2023,1.0601,A,F
1/6/2023,1.05,A,F
1/9/2023,1.0696,A,F
1/10/2023,1.0723,A,F
1/11/2023,1.0747,A,F
1/12/2023,1.0772,A,F
1/13/2023,1.0814,A,F
1/16/2023,1.0812,A,F
1/17/2023,1.0843,A,F
1/18/2023,1.0839,A,F
1/19/2023,1.0815,A,F
1/20/2023,1.0826,A,F
1/23/2023,1.0871,A,F
1/24/2023,1.0858,A,F
1/25/2023,1.0878,A,F
1/26/2023,1.0895,A,F
1/27/2023,1.0865,A,F
1/30/2023,1.0903,A,F
1/31/2023,1.0833,A,F
2/1/2023,1.0894,A,F
2/2/2023,1.0988,A,F
2/3/2023,1.0937,A,F
2/6/2023,1.0776,A,F
2/7/2023,1.07,A,F
2/8/2023,1.0735,A,F
2/9/2023,1.0771,A,F
2/10/2023,1.069,A,F
2/13/2023,1.0686,A,F
2/14/2023,1.0759,A,F
2/15/2023,1.07,A,F
2/16/2023,1.07,A,F
2/17/2023,1.0625,A,F
2/20/2023,1.0674,A,F
2/21/2023,1.0664,A,F
2/22/2023,1.0644,A,F
2/23/2023,1.0616,A,F
2/24/2023,1.057,A,F
2/27/2023,1.0554,A,F
2/28/2023,1.0619,A,F
3/1/2023,1.0684,A,F
3/2/2023,1.0605,A,F
3/3/2023,1.0615,A,F
3/6/2023,1.0646,A,F
3/7/2023,1.0665,A,F
3/8/2023,1.0545,A,F
3/9/2023,1.0554,A,F
3/10/2023,1.0586,A,F
3/13/2023,1.0706,A,F
3/14/2023,1.0737,A,F
3/15/2023,1.0549,A,F
3/16/2023,1.0595,A,F
3/17/2023,1.0623,A,F
3/20/2023,1.0717,A,F
3/21/2023,1.0776,A,F
3/22/2023,1.0785,A,F
3/23/2023,1.0879,A,F
3/24/2023,1.0745,A,F
3/27/2023,1.0773,A,F
3/28/2023,1.0841,A,F
3/29/2023,1.0847,A,F
3/30/2023,1.0886,A,F
3/31/2023,1.0875,A,F
4/3/2023,1.087,A,F
4/4/2023,1.0901,A,F
4/5/2023,1.094,A,F
4/6/2023,1.0915,A,F
4/11/2023,1.0905,A,F
4/12/2023,1.0922,A,F
4/13/2023,1.1015,A,F
4/14/2023,1.1057,A,F
4/17/2023,1.0981,A,F
4/18/2023,1.0972,A,F
4/19/2023,1.0933,A,F
4/20/2023,1.0944,A,F
4/21/2023,1.0978,A,F
4/24/2023,1.1002,A,F
4/25/2023,1.1022,A,F
4/26/2023,1.1039,A,F
4/27/2023,1.1042,A,F
4/28/2023,1.0981,A,F
5/2/2023,1.0965,A,F
5/3/2023,1.1043,A,F
5/4/2023,1.1074,A,F
5/5/2023,1.1014,A,F
5/8/2023,1.1037,A,F
5/9/2023,1.0959,A,F
5/10/2023,1.095,A,F
5/11/2023,1.093,A,F
5/12/2023,1.0892,A,F
5/15/2023,1.0876,A,F
5/16/2023,1.0881,A,F
5/17/2023,1.0829,A,F
5/18/2023,1.0813,A,F
5/19/2023,1.0808,A,F
5/22/2023,1.0822,A,F
5/23/2023,1.0779,A,F
5/24/2023,1.0785,A,F
5/25/2023,1.0735,A,F
5/26/2023,1.0751,A,F
5/29/2023,1.0715,A,F
5/30/2023,1.0744,A,F
5/31/2023,1.0683,A,F
6/1/2023,1.0697,A,F
6/2/2023,1.0763,A,F
6/5/2023,1.069,A,F
6/6/2023,1.0683,A,F
6/7/2023,1.0717,A,F
6/8/2023,1.0737,A,F
6/9/2023,1.078,A,F
6/12/2023,1.0765,A,F
6/13/2023,1.0793,A,F
6/14/2023,1.0809,A,F
6/15/2023,1.0819,A,F
6/16/2023,1.0966,A,F
6/19/2023,1.0922,A,F
6/20/2023,1.0933,A,F
6/21/2023,1.0923,A,F
6/22/2023,1.0985,A,F
6/23/2023,1.0884,A,F
6/26/2023,1.0918,A,F
6/27/2023,1.0951,A,F
6/28/2023,1.0938,A,F
6/29/2023,1.0938,A,F
6/30/2023,1.0866,A,F
7/3/2023,1.0899,A,F
7/4/2023,1.0895,A,F
7/5/2023,1.0879,A,F
7/6/2023,1.0899,A,F
7/7/2023,1.0888,A,F
7/10/2023,1.0956,A,F
7/11/2023,1.0989,A,F
7/12/2023,1.1022,A,F
7/13/2023,1.1182,A,F
7/14/2023,1.1221,A,F
7/17/2023,1.123,A,F
7/18/2023,1.1255,A,F
7/19/2023,1.1222,A,F
7/20/2023,1.1197,A,F
7/21/2023,1.1123,A,F
7/24/2023,1.1096,A,F
7/25/2023,1.1051,A,F
7/26/2023,1.1059,A,F
7/27/2023,1.1125,A,F
7/28/2023,1.101,A,F
7/31/2023,1.1023,A,F
8/1/2023,1.097,A,F
8/2/2023,1.0985,A,F
8/3/2023,1.0932,A,F
8/4/2023,1.0946,A,F
8/7/2023,1.0984,A,F
8/8/2023,1.0944,A,F
8/9/2023,1.0968,A,F
8/10/2023,1.1019,A,F
8/11/2023,1.1004,A,F
8/14/2023,1.093,A,F
8/15/2023,1.0926,A,F
8/16/2023,1.0916,A,F
8/17/2023,1.09,A,F
8/18/2023,1.0867,A,F
8/21/2023,1.0908,A,F
8/22/2023,1.0887,A,F
8/23/2023,1.0805,A,F
8/24/2023,1.084,A,F
8/25/2023,1.0808,A,F
8/28/2023,1.0808,A,F
8/29/2023,1.0803,A,F
8/30/2023,1.0886,A,F
8/31/2023,1.0868,A,F
9/1/2023,1.0844,A,F
9/4/2023,1.0801,A,F
9/5/2023,1.0731,A,F
9/6/2023,1.0745,A,F
9/7/2023,1.071,A,F
9/8/2023,1.0704,A,F
9/11/2023,1.0724,A,F
9/12/2023,1.0713,A,F
9/13/2023,1.0733,A,F
9/14/2023,1.073,A,F
9/15/2023,1.0658,A,F
9/18/2023,1.0663,A,F
9/19/2023,1.0713,A,F
9/20/2023,1.0702,A,F
9/21/2023,1.0635,A,F
9/22/2023,1.0647,A,F
9/25/2023,1.0633,A,F
9/26/2023,1.0605,A,F
9/27/2023,1.0536,A,F
9/28/2023,1.0539,A,F
9/29/2023,1.0594,A,F
10/2/2023,1.053,A,F
10/3/2023,1.0469,A,F
10/4/2023,1.0497,A,F
10/5/2023,1.0526,A,F
10/6/2023,1.0563,A,F
10/9/2023,1.0531,A,F
10/10/2023,1.0582,A,F
10/11/2023,1.0604,A,F
10/12/2023,1.0619,A,F
10/13/2023,1.0524,A,F
10/16/2023,1.0538,A,F
10/17/2023,1.0569,A,F
10/18/2023,1.0565,A,F
10/19/2023,1.0558,A,F
10/20/2023,1.0591,A,F
10/23/2023,1.0597,A,F
10/24/2023,1.0632,A,F
10/25/2023,1.0576,A,F
10/26/2023,1.054,A,F
10/27/2023,1.0541,A,F
10/30/2023,1.0605,A,F
10/31/2023,1.0619,A,F
11/1/2023,1.0537,A,F
11/2/2023,1.0661,A,F
11/3/2023,1.0702,A,F
11/6/2023,1.0741,A,F
11/7/2023,1.0686,A,F
11/8/2023,1.0671,A,F
11/9/2023,1.0691,A,F
11/10/2023,1.0683,A,F
11/13/2023,1.067,A,F
11/14/2023,1.0724,A,F
11/15/2023,1.0868,A,F
11/16/2023,1.0849,A,F
11/17/2023,1.0872,A,F
11/20/2023,1.0928,A,F
11/21/2023,1.0955,A,F
11/22/2023,1.0911,A,F
11/23/2023,1.09,A,F
11/24/2023,1.0916,A,F
11/27/2023,1.0951,A,F
11/28/2023,1.0949,A,F
11/29/2023,1.0985,A,F
11/30/2023,1.0931,A,F
12/1/2023,1.0875,A,F
12/4/2023,1.0868,A,F
12/5/2023,1.0817,A,F
12/6/2023,1.0778,A,F
12/7/2023,1.0771,A,F
12/8/2023,1.0777,A,F
12/11/2023,1.0757,A,F
12/12/2023,1.0804,A,F
12/13/2023,1.0787,A,F
12/14/2023,1.0919,A,F
12/15/2023,1.0946,A,F
12/18/2023,1.0918,A,F
12/19/2023,1.0962,A,F
12/20/2023,1.0944,A,F
12/21/2023,1.0983,A,F
12/22/2023,1.1023,A,F
12/27/2023,1.1065,A,F
12/28/2023,1.1114,A,F
12/29/2023,1.105,A,F
1/2/2024,1.0956,A,F
1/3/2024,1.0919,A,F
1/4/2024,1.0953,A,F
1/5/2024,1.0921,A,F
1/8/2024,1.0946,A,F
1/9/2024,1.094,A,F
1/10/2024,1.0946,A,F
1/11/2024,1.0987,A,F
1/12/2024,1.0942,A,F
1/15/2024,1.0945,A,F
1/16/2024,1.0882,A,F
1/17/2024,1.0877,A,F
1/18/2024,1.0875,A,F
1/19/2024,1.0887,A,F
1/22/2024,1.089,A,F
1/23/2024,1.0872,A,F
1/24/2024,1.0905,A,F
1/25/2024,1.0893,A,F
1/26/2024,1.0871,A,F
1/29/2024,1.0823,A,F
1/30/2024,1.0846,A,F
1/31/2024,1.0837,A,F
2/1/2024,1.0814,A,F
2/2/2024,1.0883,A,F
2/5/2024,1.0746,A,F
2/6/2024,1.0743,A,F
2/7/2024,1.0776,A,F
2/8/2024,1.0758,A,F
2/9/2024,1.0772,A,F
2/12/2024,1.0773,A,F
2/13/2024,1.0793,A,F
2/14/2024,1.0713,A,F
2/15/2024,1.0743,A,F
2/16/2024,1.0768,A,F
2/19/2024,1.0776,A,F
2/20/2024,1.0802,A,F
2/21/2024,1.0809,A,F
2/22/2024,1.0844,A,F
2/23/2024,1.0834,A,F
2/26/2024,1.0852,A,F
2/27/2024,1.0856,A,F
2/28/2024,1.0808,A,F
2/29/2024,1.0826,A,F
3/1/2024,1.0813,A,F
3/4/2024,1.0846,A,F
3/5/2024,1.0849,A,F
3/6/2024,1.0874,A,F
3/7/2024,1.0895,A,F
3/8/2024,1.0932,A,F
3/11/2024,1.0926,A,F
3/12/2024,1.0916,A,F
3/13/2024,1.0939,A,F
3/14/2024,1.0925,A,F
3/15/2024,1.0892,A,F
3/18/2024,1.0892,A,F
3/19/2024,1.0854,A,F
3/20/2024,1.0844,A,F
3/21/2024,1.0907,A,F
3/22/2024,1.0823,A,F
3/25/2024,1.0835,A,F
3/26/2024,1.0855,A,F
3/27/2024,1.0816,A,F
3/28/2024,1.0811,A,F
4/2/2024,1.0749,A,F
4/3/2024,1.0783,A,F
4/4/2024,1.0852,A,F
4/5/2024,1.0841,A,F
4/8/2024,1.0823,A,F
4/9/2024,1.0867,A,F
4/10/2024,1.086,A,F
4/11/2024,1.0729,A,F
4/12/2024,1.0652,A,F
4/15/2024,1.0656,A,F
4/16/2024,1.0637,A,F
4/17/2024,1.0638,A,F
4/18/2024,1.0679,A,F
4/19/2024,1.0653,A,F
4/22/2024,1.0632,A,F
4/23/2024,1.0674,A,F
4/24/2024,1.0686,A,F
4/25/2024,1.072,A,F
4/26/2024,1.0714,A,F
4/29/2024,1.072,A,F
4/30/2024,1.0718,A,F
5/2/2024,1.0698,A,F
5/3/2024,1.0744,A,F
5/6/2024,1.0776,A,F
5/7/2024,1.0766,A,F
5/8/2024,1.0743,A,F
5/9/2024,1.0732,A,F
5/10/2024,1.0779,A,F
5/13/2024,1.0795,A,F
5/14/2024,1.0796,A,F
5/15/2024,1.0832,A,F
5/16/2024,1.0866,A,F
5/17/2024,1.0844,A,F
5/20/2024,1.0861,A,F
5/21/2024,1.0864,A,F
5/22/2024,1.083,A,F
5/23/2024,1.0854,A,F
5/24/2024,1.084,A,F
5/27/2024,1.0843,A,F
5/28/2024,1.0882,A,F
5/29/2024,1.0857,A,F
5/30/2024,1.0815,A,F
5/31/2024,1.0852,A,F
6/3/2024,1.0842,A,F
6/4/2024,1.0865,A,F
6/5/2024,1.0872,A,F
6/6/2024,1.0865,A,F
6/7/2024,1.0898,A,F
6/10/2024,1.0756,A,F
6/11/2024,1.073,A,F
6/12/2024,1.0765,A,F
6/13/2024,1.0784,A,F
6/14/2024,1.0686,A,F
6/17/2024,1.0712,A,F
6/18/2024,1.0715,A,F
6/19/2024,1.0749,A,F
6/20/2024,1.0719,A,F
6/21/2024,1.0688,A,F
6/24/2024,1.073,A,F
6/25/2024,1.0714,A,F
6/26/2024,1.0689,A,F
6/27/2024,1.0696,A,F
6/28/2024,1.0705,A,F
7/1/2024,1.0745,A,F
7/2/2024,1.0729,A,F
7/3/2024,1.0758,A,F
7/4/2024,1.08,A,F
7/5/2024,1.0824,A,F
7/8/2024,1.0835,A,F
7/9/2024,1.0814,A,F
7/10/2024,1.0825,A,F
7/11/2024,1.0855,A,F
7/12/2024,1.089,A,F
7/15/2024,1.0907,A,F
7/16/2024,1.0902,A,F
7/17/2024,1.0934,A,F
